,Graph,Degree
467,"[[1.06718944 0.99325588 0.98621847 ... 0.96506918 0.95866977 1.02314039]
 [1.05859591 1.05535163 0.92891266 ... 1.03381777 1.01869568 0.98971255]
 [1.01330601 0.93755916 0.95952298 ... 0.94459678 0.98336953 1.00007655]
 ...
 [1.10466314 1.04487385 1.01290017 ... 1.01093436 0.90641827 1.02734988]
 [0.94791866 0.96979907 1.03140438 ... 0.9757447  0.99379362 1.00859583]
 [1.02127195 0.93010705 0.96751503 ... 1.10825802 1.06269961 0.96247578]]",1
468,"[[1.03598212 1.0105967  0.99581168 ... 1.01221925 0.99419235 1.00232016]
 [1.00806785 0.96009267 1.00158057 ... 1.02933306 0.99958518 0.96892606]
 [0.97527215 1.01891578 0.98740593 ... 0.99315579 0.99074949 0.98123167]
 ...
 [0.99527869 1.02412535 0.98531087 ... 0.99856649 0.95797243 1.02849824]
 [1.00126783 1.01147963 1.09819657 ... 0.94106624 1.06043426 1.02285233]
 [1.02984359 0.99731875 0.96635397 ... 0.97304089 0.97140731 1.04574654]]",4
469,"[[1.02827621 0.99724419 0.93604027 ... 0.9866421  1.04345102 1.01870559]
 [1.00724443 0.94863823 1.00222185 ... 1.02345564 0.94844423 1.02332748]
 [1.05880976 1.06564704 0.95826257 ... 0.93774429 1.0062194  0.94651281]
 ...
 [1.0557041  1.01215178 0.94211106 ... 1.00018445 1.06466132 0.94784677]
 [0.98276287 1.01774257 0.96919369 ... 1.04681111 0.96719022 1.02485766]
 [1.05544355 0.99823616 0.94102016 ... 0.99969162 1.02109121 1.00247942]]",1
470,"[[0.95998271 1.01279758 1.05015078 ... 1.04307804 0.94870952 1.02029589]
 [1.05533981 0.9421321  1.03445103 ... 1.04230075 1.04180821 1.02276403]
 [0.99939996 0.99236253 1.04074877 ... 1.05319809 0.95752888 0.98846553]
 ...
 [1.03446255 0.90265598 0.99837209 ... 0.9916588  1.01573366 0.99999822]
 [1.02195852 1.00873842 1.0001946  ... 0.94241511 0.99600562 0.98038449]
 [1.00266169 1.04649907 1.00739593 ... 0.96448479 0.95385712 0.92941632]]",1
471,"[[0.99811629 1.01426547 0.97785569 ... 0.9783944  0.98438921 1.0782789 ]
 [0.96273701 1.02438979 1.00786965 ... 0.96758073 1.01413756 0.94968723]
 [0.97697151 1.01323682 0.95995163 ... 1.05093663 1.05091185 1.01908705]
 ...
 [0.9393055  0.98720582 0.94877967 ... 1.06472667 1.04504191 0.95191965]
 [1.05351774 0.93087574 1.00378867 ... 1.01207519 0.9818463  1.00470688]
 [1.02187703 1.01875406 1.00143649 ... 0.97163227 1.05641465 1.05687706]]",2
472,"[[1.04758035 1.00826481 1.03805187 ... 1.01881206 1.05838766 1.01181964]
 [0.87867946 1.00501632 1.05080626 ... 1.04523507 1.04745846 0.91026147]
 [0.97721028 1.02017024 1.02610927 ... 0.94396174 0.96686042 0.95838966]
 ...
 [1.0009515  1.06043663 0.98280825 ... 0.96120653 0.95768459 0.95946891]
 [1.01112493 0.99016892 0.97681418 ... 0.98112417 1.02232543 0.93153794]
 [0.95243671 1.06050417 1.05975678 ... 0.97282198 1.00786183 0.9623557 ]]",0
473,"[[1.1208175  0.99628214 1.00488262 ... 0.95906232 1.03957378 0.95981616]
 [1.01316545 0.96117404 0.99173033 ... 1.02520878 0.94252016 0.98392877]
 [1.01073125 0.98663075 1.04979796 ... 0.91591951 0.95739468 1.08534722]
 ...
 [0.93561091 1.04890289 1.00737942 ... 0.98799094 1.06388409 0.98636378]
 [0.99953584 0.99021451 1.02941144 ... 0.97762581 0.95930453 1.03747706]
 [0.99283828 0.9892093  1.0132197  ... 0.94433319 0.98306281 0.95966812]]",3
474,"[[1.00562225 1.07073727 1.00260047 ... 1.04829743 0.98377451 0.99648274]
 [1.01186115 0.99606954 0.98285958 ... 1.00705076 1.00373191 1.05150976]
 [1.03878006 1.08114674 1.05665659 ... 0.94373803 1.02950145 1.00382267]
 ...
 [1.06723281 0.97764726 0.92886052 ... 0.97848321 1.03814338 0.99548311]
 [0.99103702 0.99191543 0.91203662 ... 1.07889174 1.09102484 0.94665773]
 [1.0097688  0.9723992  0.95676617 ... 0.9562007  1.01501856 0.95899886]]",5
475,"[[1.03174414 0.99479883 0.97040807 ... 0.99705553 1.00240668 0.97677848]
 [0.95906019 1.05502877 0.97186158 ... 1.00910305 1.01862196 1.00092254]
 [0.98433664 1.03000943 0.96592516 ... 1.05735569 1.02667083 0.97624687]
 ...
 [0.99391481 1.03360126 1.05312369 ... 0.95818976 1.05462359 0.99086699]
 [0.98010004 0.96639738 0.97600189 ... 1.02372795 0.90747271 0.92782895]
 [0.98876452 1.03195969 0.99435686 ... 0.9384053  0.94198301 1.00306367]]",1
476,"[[0.95684573 0.98372989 1.09707343 ... 1.033124   0.98366305 1.00788907]
 [0.93919748 1.06896813 1.00672569 ... 0.95782625 0.9978264  1.04101794]
 [0.94117456 0.97580169 0.94730011 ... 0.97221503 1.04992545 0.93517769]
 ...
 [1.0156671  0.91408589 1.00238515 ... 0.93749941 0.97558848 1.00597803]
 [0.98353686 0.95007243 0.92580932 ... 0.93468463 1.00281057 1.05482285]
 [0.94798377 0.99672866 1.00392919 ... 1.02826919 0.99873464 1.04128975]]",1
477,"[[1.06560052 1.06357203 0.92749791 ... 0.97464212 0.9461823  0.99760205]
 [1.02274718 0.97600532 0.97035543 ... 1.00433127 1.01799975 0.98280255]
 [1.00303983 0.99836771 0.95232591 ... 1.00724413 1.00778239 1.05381746]
 ...
 [1.03427782 1.00510859 1.03811562 ... 1.03804498 1.06733903 0.97992105]
 [0.99864885 0.98275861 1.04161864 ... 0.98920504 0.99142435 0.94311373]
 [1.01124752 0.96522907 1.04748053 ... 0.99977808 0.96796469 1.03791698]]",4
478,"[[1.01676345 1.01162687 1.00602263 ... 0.97304555 1.02770651 1.00932899]
 [1.02411763 0.98476154 1.01214868 ... 0.96479097 1.08868793 1.04764536]
 [0.98751384 1.0039771  1.03314529 ... 1.0354171  0.9491138  1.00951854]
 ...
 [1.0822854  0.92244295 1.05792466 ... 0.992007   1.09093249 1.04682025]
 [1.02411894 0.96748205 0.9874122  ... 0.95870175 0.986608   1.05200221]
 [1.03364167 0.95043231 1.03847891 ... 0.97176122 0.99087017 0.97505551]]",0
479,"[[0.9793536  1.05432211 1.02604609 ... 0.96273328 0.97213585 1.03295909]
 [0.98511417 0.99171806 1.01825129 ... 1.02567654 1.00436344 0.97749349]
 [0.98898316 1.02599509 0.99604013 ... 0.9716737  1.04475281 1.04206282]
 ...
 [0.93384602 0.97946215 0.99909483 ... 0.9642049  0.95354037 1.05024764]
 [1.02468257 1.00348586 0.9670228  ... 0.99754753 0.99277348 1.02418364]
 [0.95766959 1.00401651 0.95951588 ... 1.01924911 0.98050828 0.98072408]]",5
480,"[[1.01938354 0.97873936 1.04035525 ... 1.03723766 0.95602696 1.00373049]
 [1.01558792 1.02446778 0.99121668 ... 0.97733909 0.96919684 0.99576838]
 [1.05261379 1.01335569 1.04971359 ... 1.04537448 1.0153646  1.03346295]
 ...
 [0.97768107 0.99765441 0.98458865 ... 1.03895379 1.00560298 1.02207254]
 [0.99243678 0.94816235 1.01981118 ... 0.98245982 1.00416672 1.04032063]
 [1.03791452 1.01495758 0.94595281 ... 0.98218203 1.01101244 1.01520297]]",2
481,"[[0.99667297 1.02482861 0.9891101  ... 1.01390083 1.03941723 1.0873019 ]
 [1.00951949 1.0483101  1.03217646 ... 0.97618659 1.0457855  0.9490549 ]
 [1.00898352 0.95016929 0.97957855 ... 1.02854074 1.00373237 1.03478614]
 ...
 [1.02236087 0.96825231 1.02463862 ... 1.00783358 0.96896858 1.00207516]
 [1.02958682 1.0342994  1.03327464 ... 1.01794363 0.90983607 0.95310478]
 [1.02244888 0.90603291 1.00762626 ... 0.98258948 1.00307785 0.98091983]]",0
482,"[[1.00947989 1.02688654 0.96694313 ... 0.96550423 1.0077517  1.00405583]
 [1.01446975 0.9917318  0.97285269 ... 0.97625046 0.96069799 1.04420958]
 [1.00689291 0.99858372 0.95217136 ... 0.97241925 0.97105363 0.99289365]
 ...
 [1.02278484 1.01722881 0.98344952 ... 1.04322695 1.01137581 0.96786743]
 [1.0130755  1.09302066 0.99971667 ... 1.03220157 0.92541413 1.01055411]
 [1.03225471 0.99206827 0.96321353 ... 1.02641252 1.01957778 0.97729223]]",5
483,"[[1.0730487  1.02369588 1.04678585 ... 0.98840231 1.00080517 1.00197426]
 [1.07337709 1.02184279 0.99325035 ... 1.01643852 1.04875883 0.94045634]
 [0.95952284 1.09258863 1.00021839 ... 1.0708493  0.97831783 1.10728369]
 ...
 [1.01243306 0.97345864 1.00288661 ... 0.98429305 1.04368232 0.99981795]
 [1.00350069 0.97067179 1.00042979 ... 1.0300284  0.96902221 0.95731978]
 [1.02229774 0.93631189 0.98382004 ... 1.01952165 1.00215433 1.13117396]]",3
484,"[[1.01795218 0.97929295 0.9608415  ... 1.04743265 0.96456813 0.95970608]
 [0.99485469 0.98828247 0.98560184 ... 1.01277764 1.04584543 0.98839645]
 [0.96635864 0.99910702 0.95177272 ... 0.95036321 1.05022235 1.01399937]
 ...
 [0.96863834 0.93055144 1.04087597 ... 0.99250088 0.99803226 0.98432176]
 [0.94882268 0.91575558 0.94314525 ... 1.03356827 1.00328807 0.97081975]
 [0.99651834 1.00310876 1.0661481  ... 1.03854955 1.02791274 0.9936556 ]]",4
485,"[[1.00920118 0.98938695 0.89983161 ... 0.93492649 0.9378353  0.98185483]
 [0.97381671 1.02090783 0.99197861 ... 0.92949052 1.01097096 0.89130693]
 [0.91817333 0.98073857 1.06958109 ... 1.02958843 0.99422847 1.05424315]
 ...
 [0.99185776 0.97296678 0.93690423 ... 1.00836158 0.969104   1.01215038]
 [0.9281121  0.98154975 1.01725304 ... 0.93868323 1.09035249 0.95354379]
 [1.03534605 0.97407442 1.0552857  ... 0.97027549 1.00618357 1.06375985]]",1
486,"[[1.06096412 0.97958339 1.00971042 ... 0.99219629 1.02275046 0.96974098]
 [0.93584127 1.02065447 1.04692975 ... 0.95410879 0.99793925 1.00755731]
 [1.06780024 1.01420872 0.99537054 ... 1.01011035 0.97800994 0.93277614]
 ...
 [1.04338444 1.01717193 0.98806807 ... 0.8886758  1.02722229 0.95982134]
 [0.99545215 0.91749244 1.02640478 ... 0.94412685 1.0237854  1.08644314]
 [0.96429337 0.99745746 1.00888101 ... 1.01543071 0.97755439 1.05055817]]",1
487,"[[0.97917966 0.97957685 0.98665537 ... 1.01181847 0.89425883 1.07411781]
 [1.04696415 0.987039   1.03096213 ... 0.98031406 1.00652473 0.97133194]
 [0.95069145 0.95701745 0.98838649 ... 1.05067316 1.02190244 1.00370245]
 ...
 [0.96946422 0.97152019 0.99539316 ... 0.98862307 1.07558723 0.97363917]
 [1.00645682 0.96949356 0.96142119 ... 0.97861288 1.03423489 0.96760588]
 [0.94428325 0.93397649 1.05195436 ... 1.08225598 1.03184704 0.99830907]]",5
488,"[[1.0639784  1.00110896 1.08434075 ... 0.99608998 1.00911604 1.02131181]
 [1.06380627 0.993181   0.98474889 ... 1.03792888 1.05942129 1.03128395]
 [1.06515122 1.03583912 1.00842862 ... 0.93482133 0.96047071 0.97045953]
 ...
 [1.0166168  1.02237138 1.03234615 ... 0.91688833 1.01406011 1.00859458]
 [0.91585183 0.9981704  0.94718079 ... 0.98121255 1.00847983 1.00348537]
 [1.04021147 1.03149435 1.00342066 ... 0.97335054 1.05424024 0.99389613]]",1
489,"[[1.04589223 1.00894992 0.97335406 ... 1.03647991 0.94090406 0.95655472]
 [0.98940881 0.97787705 0.99287023 ... 0.96478186 1.00470935 1.01931169]
 [1.00660533 1.01476574 1.07946965 ... 1.00238751 1.04120524 1.03570274]
 ...
 [1.00079696 1.00066392 0.97220731 ... 1.02054489 1.02215    0.98000183]
 [0.98694064 0.9712978  1.01405243 ... 0.98090087 0.95051031 1.04824861]
 [1.01546192 1.00972477 0.96892729 ... 1.04686226 0.97865211 1.00542744]]",1
490,"[[1.04698144 1.07274403 0.92936919 ... 1.06031185 0.97669081 1.01449389]
 [1.01462685 0.98412041 1.05878743 ... 0.95388871 0.97228931 1.04406193]
 [0.94856241 1.00004843 0.97843614 ... 1.04485119 1.06200583 0.97452156]
 ...
 [0.95171028 0.94818047 0.96122236 ... 0.98926367 1.00021865 0.97030674]
 [0.96041069 0.96952807 0.95959752 ... 1.02114135 0.97796178 1.04094292]
 [0.96358815 0.94762468 0.99540236 ... 1.02859714 1.04297118 1.05216907]]",0
491,"[[0.9849407  1.02207401 1.05004349 ... 1.00924021 0.93388803 0.90046057]
 [1.04984206 1.03670824 0.94737148 ... 1.02539439 1.0222731  1.02938627]
 [0.99177055 1.00096767 0.98452807 ... 0.99830703 1.00630821 0.9993386 ]
 ...
 [0.94862436 0.98267426 0.99318811 ... 0.98316981 0.98378321 0.99561978]
 [1.02912126 1.04816544 1.04806481 ... 1.0067373  0.95768352 1.02644594]
 [0.9787603  0.99831792 1.0910559  ... 0.93853257 1.10061177 1.01865274]]",4
492,"[[0.9413532  0.98211939 1.07581862 ... 0.98538542 1.03376877 1.069977  ]
 [0.99056468 1.03040832 0.97904826 ... 0.9188029  1.01137089 0.91477968]
 [0.95098801 1.01786098 0.9997542  ... 0.96139494 1.05435383 1.07975015]
 ...
 [0.96119669 0.99974063 0.9199254  ... 0.95787786 0.99319646 1.00291927]
 [1.04767168 1.01733054 0.9481677  ... 0.96194868 1.01935225 0.99980531]
 [1.07209366 1.06618131 0.96967037 ... 0.99253509 0.98141556 0.99676195]]",2
493,"[[0.94050923 1.03536466 0.97798739 ... 1.03047387 0.96459722 0.99864912]
 [0.96600384 1.03460966 0.99059294 ... 1.00633744 0.97751161 0.99725614]
 [0.96228095 0.97634663 0.93936268 ... 0.98840066 1.00669977 1.05403641]
 ...
 [0.99184883 1.01806463 1.0443358  ... 1.03202841 1.02032006 1.05764973]
 [1.09011833 1.08748331 1.00571926 ... 0.96901555 1.00830052 0.95907611]
 [0.95782537 1.00142335 1.01828122 ... 1.00202496 0.99399312 1.0233473 ]]",4
494,"[[1.03411738 1.04196801 1.01562344 ... 1.00286502 1.0095493  0.94280155]
 [0.91216787 0.98524039 1.00193486 ... 1.00173102 1.02407859 1.03261697]
 [1.03029043 0.95032991 1.02116261 ... 1.07453448 1.02132562 0.99309516]
 ...
 [0.98607494 0.9517686  1.0444785  ... 0.9255107  0.99144707 0.99567146]
 [0.96281608 0.87043672 1.01120896 ... 1.00060674 0.97452627 0.98556912]
 [0.94857284 0.99911946 1.02085473 ... 0.97325442 1.07763533 1.00564406]]",2
495,"[[0.9431405  1.03677569 1.02742322 ... 0.95656378 1.00726712 0.99860718]
 [0.92104802 0.94347587 0.96232348 ... 1.06603862 1.03811098 0.93278122]
 [1.06003444 0.9832045  1.01070355 ... 0.98511291 0.96289372 0.98608742]
 ...
 [0.98404348 1.00825261 0.99589919 ... 0.99457195 0.99270195 0.9818981 ]
 [0.96365361 0.97464099 1.10056019 ... 1.0352746  1.05802583 0.94719809]
 [1.06361585 1.03088131 1.01102437 ... 1.01926197 1.05802266 1.05034518]]",2
496,"[[0.99365114 0.91870975 0.972171   ... 1.0736005  0.96097    1.0203921 ]
 [0.99856302 1.00055527 1.06866775 ... 1.03365323 1.01072983 0.9593811 ]
 [1.0702104  1.00650962 1.00775448 ... 1.05023076 1.01113007 0.99798022]
 ...
 [0.96145624 0.98737772 1.02321308 ... 1.02555782 0.96211221 0.9606351 ]
 [0.91992432 0.87292193 0.98165866 ... 1.08400461 0.94374223 0.98291949]
 [1.01076054 0.94042224 0.99300705 ... 0.98397546 0.96204911 0.99755135]]",2
497,"[[0.97477048 0.99418918 1.08153989 ... 1.01368826 0.92734589 0.98648674]
 [1.0537765  1.01800459 0.93377505 ... 0.98903928 1.00284558 1.0299618 ]
 [1.06824275 0.97428001 1.07363977 ... 0.93901792 1.01952945 0.99085423]
 ...
 [0.97858124 0.99164939 1.02402283 ... 0.96223804 1.05217616 1.11957251]
 [0.99884266 0.90979343 0.99327108 ... 1.04276097 0.99461054 0.98411174]
 [1.03383786 1.01207715 1.00878565 ... 0.91370713 1.08144465 0.92902618]]",1
498,"[[1.03008966 1.06468662 0.99156126 ... 0.95782202 1.01504206 1.01817291]
 [0.99770707 1.00195069 1.08229867 ... 1.01600277 0.9751009  1.01049402]
 [1.03060192 0.99985591 0.99171215 ... 1.05631857 0.9594556  0.97026303]
 ...
 [1.03923074 0.92719209 1.038727   ... 1.08410722 0.8911332  1.02314689]
 [1.01797685 0.95175797 1.01918554 ... 0.9921839  0.97297979 1.00303428]
 [1.00313519 1.03618417 0.97344521 ... 1.04964464 0.98563234 0.93869511]]",2
499,"[[0.95600886 1.01028316 1.01696795 ... 0.94441982 0.95569996 0.96638671]
 [1.03563776 0.97291585 0.9935056  ... 1.00318554 0.9805344  1.0173608 ]
 [0.99803508 1.03368726 0.95281227 ... 0.96050192 1.01441362 0.96658539]
 ...
 [1.00028831 0.97960584 0.92596297 ... 1.03031473 0.95875335 1.04824799]
 [0.98120138 1.03309392 0.99675134 ... 1.03499282 1.04536661 1.00139919]
 [0.96615357 1.02811133 0.96534328 ... 0.92634533 0.96650015 0.98120125]]",4
500,"[[1.02641623 0.95891233 1.00686087 ... 1.05057025 1.00598974 1.01799873]
 [1.03136105 1.04598873 0.96886599 ... 1.02715357 0.93586746 0.97289685]
 [1.02941876 1.02331284 0.99439368 ... 0.97137154 1.07022711 1.00275865]
 ...
 [0.98788802 0.94832077 0.97328063 ... 0.99233696 0.99402115 1.06060041]
 [1.04990583 1.01077433 0.98073242 ... 1.05289934 0.93935233 1.0474097 ]
 [1.00060175 0.98662054 0.95495478 ... 0.91298134 1.01832614 1.02355597]]",1
501,"[[0.97244712 0.98208414 0.91974336 ... 0.99013309 0.96792687 0.98527774]
 [0.94280404 1.01847354 1.01918154 ... 1.07289517 0.98906191 1.07430819]
 [1.02464897 1.07788067 1.03447973 ... 0.99170315 1.00946081 1.03649385]
 ...
 [0.98390427 0.96748662 1.05470797 ... 0.98094437 1.00388639 1.03736066]
 [0.95588499 1.02806079 0.98673321 ... 1.11443737 1.04987049 0.9796913 ]
 [1.06102185 1.05700383 0.98797974 ... 1.03749279 1.02506294 0.99163523]]",1
502,"[[1.02535417 1.01429979 0.94458231 ... 0.9681578  1.01811294 0.98336858]
 [1.01085891 1.02790294 0.97580862 ... 1.03914126 0.99509337 0.98387903]
 [1.05272185 1.05920989 0.98435063 ... 0.9704303  1.03738473 1.02884885]
 ...
 [0.99314306 0.98513483 1.00356985 ... 0.98032635 0.87644939 0.994928  ]
 [0.99165436 0.97658339 0.98587435 ... 0.95826062 0.92575814 0.92825434]
 [1.02351532 0.93247614 1.01083751 ... 1.02192953 0.97516266 0.96403117]]",0
503,"[[0.98140275 0.97629486 1.02633743 ... 1.01091114 1.07721914 0.98866741]
 [0.9848342  1.02632343 1.01954302 ... 1.00799636 1.043982   1.01534463]
 [1.02963766 1.00716333 0.98568686 ... 1.07324346 0.98172211 0.96545172]
 ...
 [1.00000933 1.00903058 1.03736737 ... 0.98341735 0.99842923 0.98773867]
 [0.95059993 0.91705006 1.07776754 ... 1.06174619 1.00724107 1.01837474]
 [0.95793429 1.01380046 0.97369402 ... 0.96176095 1.02815254 0.98286532]]",1
504,"[[1.03525637 0.95352288 0.97618149 ... 0.98296153 0.98595627 0.9871679 ]
 [1.06762913 0.98751259 1.07176044 ... 0.99350967 1.05488621 0.98634124]
 [0.99731832 0.98571378 0.98561507 ... 1.05616825 0.96903235 0.99159648]
 ...
 [1.02183718 1.05714732 0.97490335 ... 1.02628598 1.03775837 1.02626409]
 [0.99962747 1.04131364 0.97330391 ... 1.01432892 0.95579636 0.91973274]
 [1.02008131 1.01436944 1.04680626 ... 1.01922121 1.05229914 0.98239804]]",4
505,"[[0.93332089 0.97638409 1.00331951 ... 1.01098589 1.06939382 0.91934246]
 [1.00032432 1.02647151 1.0121805  ... 0.95554195 1.01667674 0.91440437]
 [0.96645161 1.0162376  0.99080588 ... 0.98172317 1.03869007 0.93322155]
 ...
 [0.98433446 0.97060475 0.98839354 ... 0.97745067 1.02205933 0.98332735]
 [0.95929385 0.96076978 0.9370803  ... 1.08006476 0.9910155  1.02366824]
 [0.98420244 0.96479817 0.98021259 ... 1.01095628 0.95256875 0.94013093]]",5
506,"[[1.02382639 1.05091211 1.00685729 ... 1.0028979  0.99800389 0.9790107 ]
 [0.93727176 1.00907803 1.06906862 ... 1.03126588 1.02056194 1.01113959]
 [1.00435754 0.99424386 1.07103024 ... 1.02693128 0.98948937 1.03611495]
 ...
 [0.99955246 0.94272096 1.00172118 ... 0.99034474 0.85713904 0.94358749]
 [1.00050407 1.03959412 0.9684272  ... 0.96618301 0.95146983 0.97730051]
 [0.97091545 1.02795765 0.96405503 ... 1.03628837 1.02418931 0.96184072]]",5
507,"[[0.98312752 0.9975298  0.96659928 ... 0.96385939 1.00562615 0.98268675]
 [1.0054441  1.0324287  0.92488344 ... 0.99268944 1.07407728 1.01417177]
 [1.02171365 1.01512477 0.95100912 ... 0.93577829 1.03078944 1.01591114]
 ...
 [1.01555984 1.03139962 1.06849389 ... 1.04222726 1.06311985 1.13715487]
 [1.10860589 0.97751338 0.98548559 ... 0.9525727  0.91243003 1.07437536]
 [1.03156466 1.01377764 1.02728255 ... 1.03656107 0.92937804 0.98194065]]",4
508,"[[1.01472647 1.03316746 0.97383326 ... 0.94879351 1.02919311 1.03083304]
 [0.98069261 1.0185439  0.96987806 ... 0.96712461 1.01301488 0.9450656 ]
 [0.93246974 0.96641667 0.96470418 ... 0.95097812 0.97830014 0.92687871]
 ...
 [1.04497283 1.04626169 0.98831093 ... 0.97776206 0.99323575 1.03171023]
 [0.99105843 1.04134217 1.09839405 ... 0.97865368 1.01237025 0.9278842 ]
 [1.05052164 0.99569099 1.06418928 ... 0.95349372 1.0155281  0.9512606 ]]",4
509,"[[1.00544442 1.01444301 1.024527   ... 1.00717497 1.01292345 0.99780097]
 [1.00879449 0.9600296  0.96740513 ... 0.90825556 1.04819442 1.00856077]
 [1.04121953 0.9922444  1.01321397 ... 1.00003394 1.0041749  1.01683741]
 ...
 [1.05152779 1.01603545 1.01027744 ... 0.9944073  0.99122557 0.99560192]
 [1.03056668 1.01458156 1.00737274 ... 1.02108643 1.06150676 0.99711658]
 [1.04066284 0.98827912 0.95587962 ... 0.99634909 1.03773551 0.98039049]]",5
510,"[[0.98968201 0.98204849 0.94712588 ... 0.95889224 1.06241808 0.99105575]
 [1.06675302 0.99155988 1.00689117 ... 1.04358487 0.96673507 0.96586115]
 [0.93529028 0.91560057 0.94904872 ... 0.95284748 0.98914975 1.01513389]
 ...
 [1.03616132 0.96903809 1.05749452 ... 1.000434   1.01767518 0.92883858]
 [0.99134748 1.03145272 0.97844945 ... 0.94146721 1.03377502 0.98971361]
 [0.96198875 0.9426997  1.00916623 ... 0.96841861 0.97690625 0.99746536]]",4
511,"[[0.95893369 1.01197808 1.00177944 ... 0.993731   0.96836246 1.04877894]
 [1.04566618 1.01993398 1.00842969 ... 0.95281199 1.06248053 0.91896918]
 [0.99330151 1.0210936  0.98071265 ... 1.02512322 1.05583662 1.00541441]
 ...
 [0.91589132 1.01328056 1.02640541 ... 1.05374704 0.94810484 0.97499924]
 [1.00508844 1.03550324 0.99969256 ... 1.02937267 1.05737691 1.02210703]
 [0.93178403 0.98135066 0.96331115 ... 1.02838967 1.04794474 0.97858959]]",3
512,"[[1.00427884 1.01563196 0.95249319 ... 0.99080405 1.06280779 1.00325201]
 [1.04648195 1.04195293 1.0524862  ... 0.99683046 1.04389683 0.97496973]
 [1.02376087 0.97090329 1.04363671 ... 0.94537985 1.08720962 0.98920816]
 ...
 [0.97197286 0.96950327 0.99567402 ... 1.04657053 1.0616729  0.96201777]
 [1.0127419  0.96957233 1.09938075 ... 0.95598119 1.0305675  1.01399403]
 [1.01348668 1.06417328 1.05529832 ... 1.0302438  1.04305416 0.94636261]]",0
513,"[[1.05438899 1.00171327 0.93947911 ... 0.99306929 1.11133478 1.06523572]
 [1.06317517 1.0016361  1.00427195 ... 0.99531986 0.98739309 0.99550314]
 [0.97073722 0.96850999 1.01455146 ... 1.00168015 0.95672634 0.93786762]
 ...
 [1.03208588 1.0119333  0.99204692 ... 1.05656206 1.00024123 1.03851715]
 [0.99928759 1.03478175 1.02924326 ... 1.01183086 0.98542376 1.01218849]
 [1.04622927 1.04205903 1.01646137 ... 1.00784607 1.02490968 0.95929554]]",0
